ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Has a mobile phone,Has a work phone,Has a phone,Has an email,Family member count,Is high risk,Employment_status_encoded,Education_level_encoded,Marital_status_encoded,Dwelling_encoded
5142732,1,1,0,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,0,3,1,2,1
5079060,1,1,0,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,3,1,2,1
5033895,0,0,0,2,135000.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,4,0,3,1,2,3
5089769,1,1,1,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,4,0,3,1,2,1
5142993,0,1,0,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,1,0,1,1,0,2,2,4,1
5116088,0,0,1,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,2,1,2,1
5139963,1,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,0,3,1,2,1
5008859,0,1,1,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,3,1,2,1
5065479,1,0,0,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5026477,0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5091684,1,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,3,1,2,1
5048035,1,1,1,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,4,0,3,1,3,1
5105911,0,1,0,0,112500.0,Working,Higher education,Married,With parents,1,1,1,0,2,0,3,2,2,3
5037301,0,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,2,1,2,1
5090887,0,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5022141,0,0,1,0,207000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,2,1,4,1
5150343,0,1,0,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5045189,1,0,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,1,1,2,1
5009065,1,1,1,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,0,3,1,3,1
5142291,0,0,1,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,1,0,0,0,3,0,1,2,3,1
5042262,1,1,1,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,2,1,2,1
5143156,0,1,0,0,652500.0,Working,Higher education,Single / not married,House / apartment,1,1,1,1,1,0,3,2,4,1
5025107,0,0,1,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,0,3,1,4,1
5145829,0,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5096904,0,1,1,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,2,0,2,2,3,1
5009294,0,0,0,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,0,3,1,3,1
5033511,0,1,0,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,3,1,2,1
5026275,0,0,1,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,4,0,3,1,2,1
5026425,0,1,1,0,108000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,2,0,3,1,2,2
5067478,1,1,1,0,360000.0,Working,Higher education,Married,House / apartment,1,0,1,0,2,0,3,2,2,1
5068695,1,0,1,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,3,1,4,1
5037125,1,1,0,0,180000.0,Working,Higher education,Married,With parents,1,0,1,0,2,0,3,2,2,3
5100452,0,0,0,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,0,3,1,2,1
5091043,1,1,1,0,270000.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
5065588,0,1,0,1,90000.0,State servant,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,3,0,1,1,2,2
5143413,0,0,1,2,135000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,1,4,0,3,3,2,1
5009395,1,0,0,0,279000.0,State servant,Higher education,Single / not married,House / apartment,1,0,0,0,1,0,1,2,4,1
5008907,0,0,1,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,1,0,2,1,4,5
5023553,0,0,0,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,0,2,2,4,1
5036442,0,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,3,1,2,1
5046126,0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,3,1,2,1
5029169,0,0,0,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,0,3,1,2,1
5029459,0,1,1,1,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,1,3,0,2,2,3,1
5051258,1,1,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5125185,1,0,1,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,1,0,2,0,2,1,1,1
5099848,0,0,1,2,112500.0,Working,Higher education,Married,House / apartment,1,1,1,1,4,0,3,2,2,1
5065348,0,1,1,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,1,3,2,2,1
5009593,0,1,0,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,3,1,2,1
5148836,0,1,1,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,1,3,0,3,2,2,1
5089756,0,0,0,0,58500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,3,1,2,1
5024857,0,1,1,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5149628,1,1,1,0,382500.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
5036868,0,0,1,1,157500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,0,0,2,0,2,1,5,1
5069072,0,1,1,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,1,1,2,1
5023052,0,0,1,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,5,0,3,1,2,1
5146483,0,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,2,1,2,1
5092077,1,0,0,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,2,0,3,1,2,2
5058452,0,0,1,0,157500.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
5136960,0,0,0,2,225000.0,Working,Higher education,Single / not married,House / apartment,1,1,0,0,3,0,3,2,4,1
5068381,0,0,1,1,126000.0,Working,Higher education,Married,House / apartment,1,1,1,1,3,0,3,2,2,1
5143552,0,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,3,1,2,1
5146302,1,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5069167,1,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,2,0,3,1,2,1
5024352,1,1,1,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,2,0,2,1,2,3
5095727,1,1,0,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,2,1,2,1
5091591,0,0,1,0,225000.0,Commercial associate,Incomplete higher,Married,With parents,1,0,0,0,2,0,2,3,2,3
5024525,0,1,1,1,157500.0,Working,Higher education,Married,House / apartment,1,0,0,0,3,0,3,2,2,1
5118384,1,1,0,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,2,1,2,1
5095842,1,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,1,0,2,1,4,1
5036956,0,0,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,0,3,1,2,1
5068885,0,0,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5022592,0,0,1,1,144000.0,Working,Higher education,Civil marriage,House / apartment,1,1,1,1,3,0,3,2,3,1
5105042,0,0,1,2,135000.0,Working,Secondary / secondary special,Separated,Rented apartment,1,0,0,0,3,0,3,1,1,5
5061957,0,0,0,0,90000.0,State servant,Higher education,Married,Rented apartment,1,0,0,0,2,0,1,2,2,5
5028796,0,0,1,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,2,1,2,1
5068309,1,0,1,1,198000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,0,0,2,0,2,3,4,1
5024481,0,1,1,1,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,0,1,1,3,1
5112651,0,0,0,0,67500.0,Working,Secondary / secondary special,Married,With parents,1,1,1,0,2,0,3,1,2,3
5095370,1,1,1,1,315000.0,Working,Higher education,Separated,House / apartment,1,0,0,0,2,0,3,2,1,1
5118499,0,0,1,0,193500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,0,2,1,3,1
5135511,0,0,1,1,252000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,3,0,1,2,2,1
5050656,0,0,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,3,1,2,1
5142255,0,0,0,0,171000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,1,1,4,1
5041544,1,1,1,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,1,1,2,1
5125180,0,0,1,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,2,1,2,1
5143152,0,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5021376,0,0,1,0,247500.0,Working,Higher education,Married,House / apartment,1,0,0,1,2,1,3,2,2,1
5096562,0,0,0,0,54000.0,Working,Higher education,Married,House / apartment,1,1,0,0,2,0,3,2,2,1
5100215,1,1,1,0,121500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,0,2,2,2,1
5036492,1,1,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5052673,0,0,1,1,135000.0,Working,Higher education,Married,House / apartment,1,1,1,0,3,0,3,2,2,1
5115904,1,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5089323,0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5033551,1,0,0,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,2,1,2,1
5022124,1,0,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5089164,0,1,0,0,148500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,2,0,2,2,2,1
5067085,1,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,0,2,1,4,1
5023190,0,1,1,1,315000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,1,3,0,2,2,2,1
5106094,1,0,1,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,1,0,3,1,4,1
5091645,0,1,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5149199,0,0,1,0,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,2,0,2,3,2,1
5113376,0,0,0,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,2,0,3,1,2,2
5045032,0,1,1,1,121500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,1,1,2,1
5148930,0,1,1,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,5,0,2,1,2,1
5058253,0,0,1,0,90000.0,State servant,Higher education,Married,House / apartment,1,1,1,0,2,0,1,2,2,1
5148724,0,0,1,1,157500.0,Working,Secondary / secondary special,Separated,Municipal apartment,1,0,0,0,2,0,3,1,1,2
5095977,0,1,0,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,1,1,0,0,2,0,2,1,3,3
5125935,0,0,1,2,135000.0,Commercial associate,Lower secondary,Civil marriage,With parents,1,1,0,0,4,0,2,4,3,3
5126381,1,1,0,0,180000.0,Working,Higher education,Married,House / apartment,1,1,0,1,2,0,3,2,2,1
5022539,1,0,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5089174,0,1,0,1,184500.0,Working,Higher education,Separated,With parents,1,1,0,0,2,0,3,2,1,3
5089597,0,1,0,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,4,0,3,1,2,1
5126673,0,1,1,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,2,1,4,1
5126048,0,1,0,1,67500.0,State servant,Higher education,Married,House / apartment,1,1,0,0,3,0,1,2,2,1
5096062,0,0,0,2,73350.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,3,1,2,1
5009829,0,0,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,3,1,2,1
5023944,1,1,1,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5066540,1,1,1,1,900000.0,Working,Secondary / secondary special,Married,Co-op apartment,1,0,0,0,3,0,3,1,2,4
5087949,0,0,1,0,72000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,1,0,3,1,5,1
5023730,1,1,0,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,0,3,1,2,1
5079210,1,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5115600,0,0,0,1,45000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,3,0,1,1,2,1
5048327,1,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,1,0,3,1,4,1
5078906,0,0,1,1,180000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,3,0,3,2,3,1
5091338,0,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,2,1,2,1
5068176,0,1,1,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,4,0,3,1,2,1
5114413,0,0,0,0,157500.0,State servant,Higher education,Married,House / apartment,1,1,1,0,2,0,1,2,2,1
5009343,1,1,0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5106149,1,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,3,1,2,1
5062538,0,1,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,1,2,0,2,2,3,1
5126536,0,1,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5142214,1,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5092028,0,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,3,1,2,1
5115777,1,0,1,0,270000.0,Working,Secondary / secondary special,Married,With parents,1,1,0,0,2,0,3,1,2,3
5145981,0,1,0,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,1,0,0,0,1,0,1,1,5,1
5038918,0,0,1,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,3,0,2,1,2,3
5066825,0,1,0,1,360000.0,Working,Higher education,Widow,House / apartment,1,0,0,1,2,0,3,2,5,1
5143076,1,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,3,1,2,1
5054432,0,0,1,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,0,3,1,3,1
5053376,0,1,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,3,1,4,1
5041116,0,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,0,2,2,4,1
5142142,0,0,0,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,3,1,2,1
5046042,0,0,1,0,139500.0,State servant,Higher education,Married,House / apartment,1,0,0,0,2,0,1,2,2,1
5053233,1,1,1,2,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,4,0,3,1,3,1
5009094,1,1,1,1,765000.0,Working,Higher education,Married,House / apartment,1,1,0,0,3,0,3,2,2,1
5143184,0,0,1,1,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,3,0,2,1,3,1
5054052,1,1,0,1,112500.0,Working,Secondary / secondary special,Married,Rented apartment,1,1,0,0,3,0,3,1,2,5
5050691,0,0,0,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,0,2,1,4,1
5090193,0,1,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,3,1,2,1
5045138,0,0,0,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,0,3,1,3,1
5150047,0,0,1,0,283500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5062116,1,1,1,0,310500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,2,0,3,1,2,1
5088234,1,0,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,3,1,2,1
5095997,1,1,0,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,3,1,2,1
5115894,1,1,0,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5036050,0,0,1,0,225000.0,State servant,Secondary / secondary special,Married,With parents,1,0,0,0,2,0,1,1,2,3
5118475,0,0,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5025251,0,1,1,1,337500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,3,0,2,2,2,1
5035487,1,1,1,1,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,3,0,3,2,2,1
5113245,0,0,1,1,175500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,0,3,1,2,1
5090474,0,0,1,0,180000.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
5068997,0,1,1,1,279000.0,Working,Higher education,Civil marriage,House / apartment,1,1,1,0,3,0,3,2,3,1
5024557,1,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,3,1,2,1
5105347,0,0,0,0,90000.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
5009100,0,0,1,0,315000.0,Working,Higher education,Separated,House / apartment,1,0,0,0,1,0,3,2,1,1
5117018,0,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,3,1,2,1
5062436,1,1,1,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,0,3,1,4,1
5149285,0,1,1,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,0,3,1,3,1
5149414,0,1,0,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5090540,1,0,1,0,103500.0,Working,Secondary / secondary special,Single / not married,Office apartment,1,1,1,0,1,0,3,1,4,6
5149089,1,0,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,3,1,2,1
5068651,0,1,1,0,360000.0,State servant,Higher education,Separated,House / apartment,1,0,0,0,1,1,1,2,1,1
5054350,0,0,0,0,157500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,1,1,0,3,2,4,1
5010684,1,1,1,0,292500.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
5066520,0,0,1,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,3,1,2,1
5135251,1,1,1,1,225000.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,2,0,3,2,4,1
5142311,1,0,1,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,3,1,2,1
5046511,1,0,1,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,0,3,1,3,1
5135752,0,0,0,0,117000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,1,1,4,1
5116282,0,0,0,0,112500.0,Commercial associate,Lower secondary,Married,Municipal apartment,1,0,0,0,2,0,2,4,2,2
5113828,0,0,1,0,157500.0,State servant,Higher education,Married,House / apartment,1,1,1,0,2,0,1,2,2,1
5066778,1,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,1,0,3,1,4,1
5135534,1,1,1,5,202500.0,Working,Secondary / secondary special,Married,Co-op apartment,1,0,0,0,7,0,3,1,2,4
5068485,1,1,0,1,229500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,0,1,1,2,1
5149209,0,1,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5135619,1,0,1,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,0,3,1,4,1
5135997,0,1,0,0,265500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5105217,0,1,0,1,85500.0,State servant,Higher education,Married,House / apartment,1,0,0,1,3,0,1,2,2,1
5106122,0,0,1,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,3,1,2,1
5095990,1,0,0,0,157500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,2,0,2,2,2,1
5126607,0,0,0,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,1,0,2,0,2,2,3,1
5099871,0,1,1,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,4,0,3,1,2,1
5087814,0,1,1,1,135000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,2,0,3,1,1,1
5023006,0,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,0,3,1,4,1
5048491,1,1,0,2,213750.0,State servant,Higher education,Married,House / apartment,1,1,1,0,4,0,1,2,2,1
5036246,0,0,1,2,225000.0,Working,Higher education,Married,Co-op apartment,1,0,0,0,4,0,3,2,2,4
5054778,1,0,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5009599,0,1,0,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,0,3,1,2,1
5048145,1,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5021954,0,0,1,0,67500.0,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,1,0,3,1,4,3
5029267,1,1,1,2,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,4,0,3,2,2,1
5091860,0,0,1,3,103500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,5,0,3,1,2,1
5105014,1,1,1,1,216000.0,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,0,3,0,3,1,2,5
5069385,0,0,1,0,112500.0,Working,Higher education,Married,House / apartment,1,0,1,0,2,0,3,2,2,1
5100275,0,0,1,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,4,0,3,1,2,1
5053256,0,1,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,2,1,2,1
5022385,1,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,3,1,2,1
5145704,0,0,1,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,3,1,2,1
5090173,0,0,1,0,333000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,1,2,0,3,1,3,1
5092198,0,0,1,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5091341,0,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,0,2,1,2,1
5113854,1,0,0,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,1,0,3,1,4,1
5091123,0,0,1,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,2,0,3,1,4,1
5087971,1,0,1,0,99000.0,Working,Higher education,Married,Co-op apartment,1,0,0,0,2,0,3,2,2,4
5023320,0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5115921,1,1,1,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5036764,0,0,1,2,121500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,0,3,1,2,1
5149058,0,0,1,0,180000.0,State servant,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,2,0,1,1,2,2
5148940,1,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,3,1,2,1
5024849,0,0,1,0,157500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,0,3,2,4,1
5069162,1,0,1,0,216000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,2,0,2,2,2,1
5033467,0,1,1,0,252000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,0,2,2,2,1
5111107,0,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,2,1,2,1
5054010,0,1,0,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,0,2,1,2,1
5050545,1,0,0,2,225000.0,Working,Higher education,Civil marriage,House / apartment,1,1,0,0,4,0,3,2,3,1
5114564,1,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,0,3,1,2,1
5095379,1,1,1,1,315000.0,Working,Higher education,Separated,House / apartment,1,0,0,0,2,0,3,2,1,1
5053632,0,0,1,1,112500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,2,0,3,1,1,1
5149710,0,0,1,1,90000.0,Working,Higher education,Married,House / apartment,1,0,1,0,3,0,3,2,2,1
5061188,0,0,1,1,180000.0,State servant,Higher education,Married,House / apartment,1,0,0,1,3,0,1,2,2,1
5115608,0,0,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,1,3,1,2,1
5126174,0,0,0,0,27000.0,Working,Higher education,Civil marriage,House / apartment,1,1,0,0,2,0,3,2,3,1
5095306,0,1,1,0,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,2,0,3,2,2,1
